De ref,school name,management type,constituency,total enrolment,nearest_distance_other_management,nearest_school_other_management,nearest_management_type_other_management,area
5012538,"Churchill Primary School, Caledon",Controlled,Fermanagh And South Tyrone,102.0,1.3,"St Joseph's Primary School, Caledon",Catholic Maintained,5.2
3010895,Rathcoole Primary School,Controlled,Belfast North,174.0,1.3,"Hazelwood Integrated Primary School, Newtownabbey",GMI,5.2
3010785,"Eden Primary School, Carrickfergus",Controlled,East Antrim,207.0,1.3,"Acorn Integrated Primary School, Carrickfergus",GMI,5.2
2032704,"St Ronan's Primary School, Recarson",Catholic Maintained,West Tyrone,117.0,1.3,"Gaelscoil Na gCrann, Omagh",Other Maintained,5.3
2046677,"Gaelscoil Na gCrann, Omagh",Other Maintained,West Tyrone,184.0,1.3,"St Ronan's Primary School, Recarson",Catholic Maintained,5.3
1016655,Victoria Park Primary School,Controlled,Belfast East,373.0,1.3,"St Joseph's Primary School, Holland Dr",Catholic Maintained,5.4
1010301,"Taughmonagh Primary School, Belfast",Controlled,Belfast South,264.0,1.3,"Cranmore Integrated Primary School, Belfast",GMI,5.4
4036480,St Kieran's Primary School,Catholic Maintained,Belfast West,366.0,1.3,Scoil Na Fuiseoige,Other Maintained,5.4
4016401,"Pond Park Primary School, Lisburn",Controlled,Lagan Valley,626.0,1.3,"Wallace High Preparatory, Lisburn",Voluntary,5.5
1010307,"Springhill Primary School, Belfast",Controlled,Belfast West,195.0,1.3,"Mercy Primary School, Belfast",Catholic Maintained,5.5
4036642,"St Ita's Primary School, Belfast",Catholic Maintained,Belfast South,709.0,1.3,"Belvoir Park Primary School, Belfast",Controlled,5.6
4013013,"Belvoir Park Primary School, Belfast",Controlled,Belfast South,262.0,1.3,"St Ita's Primary School, Belfast",Catholic Maintained,5.6
2011789,"Moat Primary School, Lisnaskea",Controlled,Fermanagh And South Tyrone,135.0,1.3,"St Ronan's Primary School, Lisnaskea",Catholic Maintained,5.7
4011462,"Castle Gardens Primary School, Newtownards",Controlled,Strangford,328.0,1.4,"St Finian's Primary School, Newtownards",Catholic Maintained,5.7
3016257,"Oakfield Primary School, Carrickfergus",Controlled,East Antrim,278.0,1.4,"Acorn Integrated Primary School, Carrickfergus",GMI,5.8
5032585,"Edendork Primary School, Dungannon",Catholic Maintained,Mid Ulster,284.0,1.4,"Bush Primary School, Dungannon",Controlled,5.8
5016391,"Bush Primary School, Dungannon",Controlled,Mid Ulster,205.0,1.4,"Edendork Primary School, Dungannon",Catholic Maintained,5.8
5031110,Armagh Christian Brothers Primary School,Catholic Maintained,Newry And Armagh,550.0,1.4,"The Armstrong Primary School, Armagh",Controlled,5.9
4013024,"Cairnshill Primary School, Belfast",Controlled,Belfast South,552.0,1.4,"St Ita's Primary School, Belfast",Catholic Maintained,6.0
4011683,"Braniel Primary School, Belfast",Controlled,Belfast East,417.0,1.4,"Loughview Integrated Primary School, Belfast",GMI,6.1
4016067,Rathmore Primary School,Controlled,North Down,551.0,1.4,"St Comgall's Primary School, Bangor",Catholic Maintained,6.1
3030719,"St Olcan's Primary School, Ballymoney",Catholic Maintained,North Antrim,77.0,1.4,"Armoy Primary School, Ballymoney",Controlled,6.2
3016040,"Armoy Primary School, Ballymoney",Controlled,North Antrim,92.0,1.4,"St Olcan's Primary School, Ballymoney",Catholic Maintained,6.2
5036118,"St Mary's Primary School, Pomeroy",Catholic Maintained,Mid Ulster,189.0,1.4,"Queen Elizabeth II Primary School, Pomeroy",Controlled,6.2
5016200,"Queen Elizabeth II Primary School, Pomeroy",Controlled,Mid Ulster,45.0,1.4,"St Mary's Primary School, Pomeroy",Catholic Maintained,6.2
5031107,"St Teresa's Primary School, Tullyherron",Catholic Maintained,Newry And Armagh,61.0,1.4,Mountnorris Primary School,Controlled,6.3
5011161,Mountnorris Primary School,Controlled,Newry And Armagh,112.0,1.4,"St Teresa's Primary School, Tullyherron",Catholic Maintained,6.3
3016052,"Harpurs Hill Primary School, Coleraine",Controlled,East Londonderry,244.0,1.4,"St Malachy's Primary School, Coleraine",Catholic Maintained,6.4
3066561,"Corran Integrated Primary School, Larne",GMI,East Antrim,220.0,1.4,"Linn Primary School, Larne",Controlled,6.5
3012264,"Millburn Primary School, Coleraine",Controlled,East Londonderry,318.0,1.4,"St Malachy's Primary School, Coleraine",Catholic Maintained,6.6
2032607,"St Mary's Primary School, Killyclogher",Catholic Maintained,West Tyrone,332.0,1.5,"Gaelscoil Na gCrann, Omagh",Other Maintained,6.6
5036433,"St Malachy's Primary School, Carnagat",Catholic Maintained,Newry And Armagh,263.0,1.5,"Bunscoil an Iuir, Newry",Other Maintained,7.2
4016126,"Andrews Memorial Primary School, Newtownards",Controlled,Strangford,387.0,1.5,"St Mary's Primary School, Comber",Catholic Maintained,7.2
4036182,St Colmcille's Primary School,Catholic Maintained,South Down,368.0,1.5,Downpatrick Primary School,Controlled,7.5
2032212,Glendermott Primary School,Catholic Maintained,Foyle,199.0,1.6,Drumahoe Primary School,Controlled,7.6
2012227,Drumahoe Primary School,Controlled,Foyle,277.0,1.6,Glendermott Primary School,Catholic Maintained,7.6
5011189,"Edenderry Primary School, Portadown",Controlled,Upper Bann,403.0,1.6,"Seagoe Primary School, Portadown",Other Maintained,8.0
5016065,"Dickson Primary School, Lurgan",Controlled,Upper Bann,238.0,1.6,"St Francis' Primary School, Lurgan",Catholic Maintained,8.0
2066549,Enniskillen Integrated Primary School,GMI,Fermanagh And South Tyrone,465.0,1.6,"Holy Trinity Primary School, Mill Street",Catholic Maintained,8.1
2036632,"Holy Trinity Primary School, Mill Street",Catholic Maintained,Fermanagh And South Tyrone,617.0,1.6,Enniskillen Integrated Primary School,GMI,8.1
4036285,"Good Shepherd Primary School, Belfast",Catholic Maintained,Belfast West,364.0,1.6,Bunscoil Phobal Feirste,Other Maintained,8.1
2016152,Enniskillen Model Primary School,Controlled,Fermanagh And South Tyrone,426.0,1.6,"Holy Trinity Primary School, Mill Street",Catholic Maintained,8.1
3010827,"Whitehouse Primary School, Newtownabbey",Controlled,Belfast North,439.0,1.6,"Hazelwood Integrated Primary School, Newtownabbey",GMI,8.1
5031667,"St Patrick's Primary School, Magheralin",Catholic Maintained,Upper Bann,115.0,1.6,"Maralin Village Primary School, Craigavon",Controlled,8.1
5011687,"Maralin Village Primary School, Craigavon",Controlled,Upper Bann,244.0,1.6,"St Patrick's Primary School, Magheralin",Catholic Maintained,8.1
2016124,"Ashlea S, Tullyally",Controlled,Foyle,101.0,1.6,Glendermott Primary School,Catholic Maintained,8.1
5036400,"St Colman's Primary School, Bann",Catholic Maintained,Upper Bann,133.0,1.6,Milltown Primary School,Controlled,8.4
5011651,Milltown Primary School,Controlled,Upper Bann,54.0,1.6,"St Colman's Primary School, Bann",Catholic Maintained,8.4
4013023,"Bloomfield Primary School, Bangor",Controlled,North Down,423.0,1.6,Bangor Central Integrated Primary School,Controlled Integrated,8.4
5031130,"St Moninna's Primary School, Cloughoge",Catholic Maintained,Newry And Armagh,462.0,1.6,"Bunscoil an Iuir, Newry",Other Maintained,8.4
3066613,"Spires Integrated Primary School, Magherafelt",GMI,Mid Ulster,210.0,1.7,"Gaelscoil an tSeanchai, Magherafelt",Other Maintained,8.6
2031895,"St Mary's Primary School, Maguiresbridge",Catholic Maintained,Fermanagh And South Tyrone,157.0,1.7,Maguiresbridge Primary School,Controlled,8.8
2016127,Maguiresbridge Primary School,Controlled,Fermanagh And South Tyrone,122.0,1.7,"St Mary's Primary School, Maguiresbridge",Catholic Maintained,8.8
2031884,"St Mary's Primary School, Killesher",Catholic Maintained,Fermanagh And South Tyrone,86.0,1.7,Florencecourt Primary School,Controlled,8.8
2011881,Florencecourt Primary School,Controlled,Fermanagh And South Tyrone,140.0,1.7,"St Mary's Primary School, Killesher",Catholic Maintained,8.8
4016083,"West Winds Primary School, Newtownards",Controlled,Strangford,178.0,1.7,"St Finian's Primary School, Newtownards",Catholic Maintained,8.8
4016441,"Ballymacash Primary School, Lisburn",Controlled,Lagan Valley,466.0,1.7,"St Aloysius Primary School, Lisburn",Catholic Maintained,9.1
4031671,"St Patrick's Primary School, Castlewellan",Catholic Maintained,South Down,37.0,1.7,"Bunscoil Bheanna Boirche, Castlewellan",Other Maintained,9.2
4011650,"Ballyholme Primary School, Bangor",Controlled,North Down,620.0,1.7,Bangor Central Integrated Primary School,Controlled Integrated,9.2
3032285,St Patrick's & St Joseph's Primary School,Catholic Maintained,East Londonderry,155.0,1.7,Garvagh Primary School,Controlled,9.6
3016119,Garvagh Primary School,Controlled,East Londonderry,101.0,1.7,St Patrick's & St Joseph's Primary School,Catholic Maintained,9.6
4031660,"St Joseph's Primary School, Carryduff",Catholic Maintained,Belfast South,527.0,1.8,"Carryduff Primary School, Belfast",Controlled,9.8
4013044,"Carryduff Primary School, Belfast",Controlled,Belfast South,181.0,1.8,"St Joseph's Primary School, Carryduff",Catholic Maintained,9.8
5036590,Primate Dixon Primary School,Catholic Maintained,Mid Ulster,596.0,1.8,"Gaelscoil Ui Neill , Dungannon",Other Maintained,9.8
5046637,"Gaelscoil Ui Neill , Dungannon",Other Maintained,Mid Ulster,130.0,1.8,Primate Dixon Primary School,Catholic Maintained,9.8
4053009,"Annsborough Integrated Primary School, Castlewellan",Controlled Integrated,South Down,32.0,1.8,"Bunscoil Bheanna Boirche, Castlewellan",Other Maintained,10.0
3012049,"Carnalridge Primary School, Portrush",Controlled,East Londonderry,119.0,1.8,"Mill Strand Integrated Primary School, Portrush",GMI,10.2
4016399,"Abbey Primary School, Newtownards",Controlled,Strangford,605.0,1.8,"St Finian's Primary School, Newtownards",Catholic Maintained,10.3
5036047,"St Patrick's Primary School, Annaghmore",Catholic Maintained,Mid Ulster,196.0,1.8,"Gaelscoil Ui Neill , Dungannon",Other Maintained,10.3
5011124,"King's Park Primary School, Lurgan",Controlled,Upper Bann,674.0,1.8,"St Francis' Primary School, Lurgan",Catholic Maintained,10.3
2036143,"St Oliver Plunkett Primary School, Strathfoyle",Catholic Maintained,Foyle,166.0,1.8,Culmore Primary School,Controlled,10.4
4056541,"All Children's Integrated Primary School, Newcastle",Controlled Integrated,South Down,210.0,1.8,Newcastle Primary School,Controlled,10.4
4033005,"St Joseph's Primary School, Strangford",Catholic Maintained,South Down,87.0,1.8,Portaferry Integrated Primary School,Controlled Integrated,10.4
3013315,"Ballykeel Primary School, Ballymena",Controlled,North Antrim,423.0,1.8,"St Brigid's Primary School, Ballymena",Catholic Maintained,10.6
3013322,"Camphill Primary School, Ballymena",Controlled,North Antrim,388.0,1.9,"St Colmcilles Primary School, Ballymena",Catholic Maintained,10.8
5012646,"Howard Primary School, Dungannon",Controlled,Fermanagh And South Tyrone,323.0,1.9,"Windmill Integrated Primary School, Dungannon",GMI,10.8
1013018,"Knocknagoney Primary School, Belfast",Controlled,Belfast East,249.0,1.9,"Campbell College Junior School, Belfast",Voluntary,11.8
2036116,"St Conor's Primary School, Omagh",Catholic Maintained,West Tyrone,443.0,2.0,"Gibson Primary School, Omagh",Controlled,12.2
4033002,"St Mary's Primary School, Aughlisnafin",Catholic Maintained,South Down,88.0,2.0,"Annsborough Integrated Primary School, Castlewellan",Controlled Integrated,12.3
5031160,"St Teresa's Primary School, Lurgan",Catholic Maintained,Upper Bann,184.0,2.0,Lurgan Model Primary School,Controlled,12.3
3056708,Mallusk Controlled Integrated Primary School,Controlled Integrated,South Antrim,123.0,2.0,Mossgrove Primary School,Controlled,13.2
4016192,"Kilmaine Primary School, Bangor",Controlled,North Down,659.0,2.1,Bangor Central Integrated Primary School,Controlled Integrated,13.2
5011602,"Bleary Primary School, Lurgan",Controlled,Upper Bann,176.0,2.1,"St Brendan's Primary School, Craigavon",Catholic Maintained,13.3
5011019,"Mullaglass Primary School, Newry",Controlled,Newry And Armagh,91.0,2.1,"St Peter's Primary School, Cloughreagh",Catholic Maintained,13.5
3032273,"St Mary's Primary School, Draperstown",Catholic Maintained,Mid Ulster,177.0,2.1,"Gaelscoil Na Speirini, Draperstown",Other Maintained,13.5
5036064,"St Malachy's Primary School, Camlough",Catholic Maintained,Newry And Armagh,320.0,2.1,"Bessbrook Primary School, Newry",Controlled,13.8
3010795,"Landhead Primary School, Ballymoney",Controlled,North Antrim,54.0,2.1,Ballymoney Model Controlled Integrated Primary School,Controlled Integrated,14.1
3010558,"Duneane Primary School, Toomebridge",Controlled,South Antrim,23.0,2.1,Moneynick Primary School,Catholic Maintained,14.2
3030815,Moneynick Primary School,Catholic Maintained,South Antrim,59.0,2.1,"Duneane Primary School, Toomebridge",Controlled,14.2
5011119,Darkley Primary School,Controlled,Newry And Armagh,114.0,2.1,"Clea Primary School, Keady",Catholic Maintained,14.3
5031108,"Clea Primary School, Keady",Catholic Maintained,Newry And Armagh,116.0,2.1,Darkley Primary School,Controlled,14.3
3012288,"Castleroe Primary School, Coleraine",Controlled,East Londonderry,92.0,2.1,"St Malachy's Primary School, Coleraine",Catholic Maintained,14.5
3010780,"Kirkinriola Primary School, Ballymena",Controlled,North Antrim,93.0,2.2,"Braidside Integratead Primary School, Ballymena",GMI,14.6
4011606,"Gilnahirk Primary School, Belfast",Controlled,Belfast East,412.0,2.2,"Campbell College Junior School, Belfast",Voluntary,14.9
5012719,Newmills Primary School,Controlled,Mid Ulster,108.0,2.2,Primate Dixon Primary School,Catholic Maintained,14.9
4016430,"Ballymagee Primary School, Bangor",Controlled,North Down,413.0,2.2,Bangor Central Integrated Primary School,Controlled Integrated,15.1
4011619,Dromara Primary School,Controlled,Lagan Valley,162.0,2.2,"St Michael's Primary School, Finnis",Catholic Maintained,15.2
5033006,"St Michael's Primary School, Finnis",Catholic Maintained,Lagan Valley,73.0,2.2,Dromara Primary School,Controlled,15.2
5032306,"St Malachy's Primary School, Glencull",Catholic Maintained,Fermanagh And South Tyrone,110.0,2.2,Richmond Primary School,Controlled,15.3
4056710,"Loughries Integrated Primary School, Newtownards",Controlled Integrated,Strangford,90.0,2.2,"Abbey Primary School, Newtownards",Controlled,15.3
3016252,"Ballysally Primary School, Coleraine",Controlled,East Londonderry,282.0,2.2,"St John's Primary School, Coleraine",Catholic Maintained,15.4
5011617,"Ballydown Primary School, Banbridge",Controlled,South Down,342.0,2.2,"St Mary's Primary School, Banbridge",Catholic Maintained,15.5
2066552,Omagh Integrated Primary School,GMI,West Tyrone,313.0,2.3,"Gaelscoil Na gCrann, Omagh",Other Maintained,16.0
4016104,Moira Primary School,Controlled,Lagan Valley,438.0,2.3,"Rowandale Integrated Primary School, Moira",GMI,16.3
4066682,"Rowandale Integrated Primary School, Moira",GMI,Lagan Valley,354.0,2.3,Moira Primary School,Controlled,16.3
2012095,Ballougry Primary School,Controlled,Foyle,38.0,2.3,"St Columba's Primary School, Newbuildings",Catholic Maintained,16.9
5016658,Orchard County Primary School,Controlled,Newry And Armagh,175.0,2.4,"Clintyclay Primary School, Dungannon",Catholic Maintained,17.4
5031080,"Clintyclay Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,96.0,2.4,Orchard County Primary School,Controlled,17.4
3010787,"Lislagan Primary School, Ballymoney",Controlled,North Antrim,109.0,2.4,"St Brigid's Primary School, Ballymoney",Catholic Maintained,17.9
3032185,"St Trea's Primary School, Magherafelt",Catholic Maintained,Mid Ulster,106.0,2.4,"Woods Primary School, Magherafelt",Controlled,18.3
5013702,"Woods Primary School, Magherafelt",Controlled,Mid Ulster,182.0,2.4,"St Trea's Primary School, Magherafelt",Catholic Maintained,18.3
4011578,"Derryboy Primary School, Crossgar",Controlled,Strangford,75.0,2.4,"St Caolan's Primary School, Saintfield",Catholic Maintained,18.3
4031485,"St Caolan's Primary School, Saintfield",Catholic Maintained,Strangford,91.0,2.4,"Derryboy Primary School, Crossgar",Controlled,18.3
4011265,"Ballyvester Primary School, Donaghadee",Controlled,North Down,116.0,2.4,"St Anne's Primary School, Donaghadee",Catholic Maintained,18.4
3010696,"Woodburn Primary School, Carrickfergus",Controlled,East Antrim,197.0,2.4,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,18.6
2036458,"St Mary's Primary School, Gortnaghey",Catholic Maintained,East Londonderry,76.0,2.5,"Drumrane Primary School, Dungiven",Controlled,19.1
2016656,"Drumrane Primary School, Dungiven",Controlled,East Londonderry,141.0,2.5,"St Mary's Primary School, Gortnaghey",Catholic Maintained,19.1
4031663,"St Joseph's Primary School, Carnacaville",Catholic Maintained,South Down,195.0,2.5,Newcastle Primary School,Controlled,19.9
4011645,"Crawfordsburn Primary School, Bangor",Controlled,North Down,191.0,2.6,"St Malachy's Primary School, Bangor",Catholic Maintained,21.1
2016003,"Jones Memorial Primary School, Enniskillen",Controlled,Fermanagh And South Tyrone,136.0,2.6,"Holy Trinity Primary School, Mill Street",Catholic Maintained,21.3
5033011,"St Mary's Primary School, Dechomet",Catholic Maintained,South Down,85.0,2.7,"Drumadonnell Primary School, Banbridge",Controlled,22.4
5016616,"Drumadonnell Primary School, Banbridge",Controlled,South Down,216.0,2.7,"St Mary's Primary School, Dechomet",Catholic Maintained,22.4
3016447,"Balnamore Primary School, Ballymoney",Controlled,North Antrim,16.0,2.7,"St Brigid's Primary School, Ballymoney",Catholic Maintained,22.5
3010808,"Glynn Primary School, Larne",Controlled,East Antrim,87.0,2.7,"St MacNissi's Primary School, Larne",Catholic Maintained,22.6
3010741,"Creavery Primary School, Antrim",Controlled,South Antrim,52.0,2.7,Round Tower Integrated Primary School,Controlled Integrated,22.8
4053020,"Glencraig Integrated Primary School, Holywood",Controlled Integrated,North Down,237.0,2.7,"Crawfordsburn Primary School, Bangor",Controlled,22.9
5031168,"St Patrick's Primary School, Aghacommon",Catholic Maintained,Upper Bann,228.0,2.7,"Drumgor Primary School, Craigavon",Controlled,23.0
4016111,"Towerview Primary School, Bangor",Controlled,North Down,459.0,2.7,Bangor Central Integrated Primary School,Controlled Integrated,23.1
5036595,"St Peter's Primary School, Collegelands",Catholic Maintained,Newry And Armagh,143.0,2.7,Moy Regional Primary School,Controlled,23.4
2036095,"St Mary's Primary School, Cloughcor",Catholic Maintained,West Tyrone,140.0,2.7,"Artigarvan Primary School, Strabane",Controlled,23.7
2016068,"Artigarvan Primary School, Strabane",Controlled,West Tyrone,170.0,2.7,"St Mary's Primary School, Cloughcor",Catholic Maintained,23.7
5032592,"St Mary's Primary School, Lisbuoy",Catholic Maintained,Mid Ulster,77.0,2.8,"Donaghmore Primary School, Dungannon",Controlled,24.5
3036292,"St Patrick's Primary School, Maghera",Catholic Maintained,Mid Ulster,171.0,2.8,Maghera Primary School,Controlled,24.9
3032275,"St Mary's Primary School, Greenlough",Catholic Maintained,Mid Ulster,160.0,2.8,Portglenone Primary School,Controlled,25.2
4066644,"Millennium Integrated Primary School, Saintfield",GMI,Strangford,439.0,2.8,"Carryduff Primary School, Belfast",Controlled,25.3
4016123,"Spa Primary School, Ballynahinch",Controlled,South Down,200.0,2.9,"Drumlins Integrated Primary School, Ballynahinch",GMI,25.6
3016005,"Silverstream Primary School, Greenisland",Controlled,East Antrim,147.0,2.9,"St James Primary School, Newtownabbey",Catholic Maintained,25.9
4031328,"Christ the King Primary School, Drumaness",Catholic Maintained,South Down,70.0,2.9,"Spa Primary School, Ballynahinch",Controlled,26.2
3032202,"St Columba's Primary School, Garvagh",Catholic Maintained,East Londonderry,101.0,2.9,"Gorran Primary School, Coleraine",Controlled,26.2
3016055,"Gorran Primary School, Coleraine",Controlled,East Londonderry,83.0,2.9,"St Columba's Primary School, Garvagh",Catholic Maintained,26.2
2012298,Ballykelly Primary School,Controlled,East Londonderry,293.0,2.9,"St Finlough's Primary School, Sistrakeel",Catholic Maintained,26.2
2036149,"St Finlough's Primary School, Sistrakeel",Catholic Maintained,East Londonderry,59.0,2.9,Ballykelly Primary School,Controlled,26.2
5016079,"The Cope Primary School, Loughgall",Controlled,Newry And Armagh,95.0,2.9,"St Oliver Plunkett Primary School, Ballyhegan",Catholic Maintained,26.5
5036180,"St Oliver Plunkett Primary School, Ballyhegan",Catholic Maintained,Newry And Armagh,133.0,2.9,"The Cope Primary School, Loughgall",Controlled,26.5
5036057,"St Malachy's Primary School, Drummullan",Catholic Maintained,Mid Ulster,51.0,2.9,Coagh Primary School,Controlled,26.6
5012649,Coagh Primary School,Controlled,Mid Ulster,118.0,2.9,"St Malachy's Primary School, Drummullan",Catholic Maintained,26.6
2032682,"St Eugene's Primary School, Victoria Bridge",Catholic Maintained,West Tyrone,73.0,2.9,Sion Mills Primary School,Controlled Integrated,27.2
5011174,"Birches Primary School, Portadown",Controlled,Upper Bann,188.0,2.9,"St Mary's Primary School, Maghery",Catholic Maintained,27.3
5031164,"St Mary's Primary School, Maghery",Catholic Maintained,Upper Bann,58.0,2.9,"Birches Primary School, Portadown",Controlled,27.3
5016098,"Brackenagh West Primary School, Kilkeel",Controlled,South Down,150.0,3.0,"St Columban's Primary School, Kilkeel",Catholic Maintained,28.6
3033303,"St Oliver Plunkett's Primary School, Toomebridge",Catholic Maintained,South Antrim,206.0,3.1,"Duneane Primary School, Toomebridge",Controlled,29.6
3010794,"Gracehill Primary School, Ballymena",Controlled,North Antrim,426.0,3.1,"St Paul's Primary School, Ahoghill",Catholic Maintained,30.5
5036605,"St Patrick's Primary School, Drumgreenagh",Catholic Maintained,South Down,83.0,3.1,"Iveagh Primary School, Newry, Rathfriland",Controlled,30.5
3013310,"Broughshane Primary School, Ballymena",Controlled,North Antrim,309.0,3.1,"Braidside Integratead Primary School, Ballymena",GMI,30.6
5031695,"St Mary's Primary School, Barr",Catholic Maintained,Newry And Armagh,153.0,3.1,"Mullaglass Primary School, Newry",Controlled,30.8
5011165,Richmount Primary School,Controlled,Upper Bann,98.0,3.1,"St John the Baptist Primary School, Portadown",Catholic Maintained,30.8
5031558,"Ballyholland Primary School, Newry",Catholic Maintained,South Down,199.0,3.2,"Bunscoil an Iuir, Newry",Other Maintained,31.7
4033012,"Holy Family Primary School, Downpatrick",Catholic Maintained,South Down,186.0,3.2,"Cedar Integrated Primary School, Crossgar",GMI,31.7
5030958,"St John's Primary School, Eglish",Catholic Maintained,Newry And Armagh,93.0,3.2,Orchard County Primary School,Controlled,31.9
4011587,Dundonald Primary School,Controlled,Belfast East,858.0,3.2,"Campbell College Junior School, Belfast",Voluntary,31.9
2016700,"Gaelscoil Neachtain, Dungiven",Controlled,East Londonderry,154.0,3.2,"St Mary's Primary School, Gortnaghey",Catholic Maintained,32.3
3032246,"St John Bosco Primary School, Ballynease",Catholic Maintained,Mid Ulster,107.0,3.2,Portglenone Primary School,Controlled,33.1
2012669,"Queen Elizabeth II Primary School, Kilskeery",Controlled,West Tyrone,38.0,3.3,"St Scire's Primary School, Trillick",Catholic Maintained,33.4
2036153,"St Scire's Primary School, Trillick",Catholic Maintained,West Tyrone,135.0,3.3,"Queen Elizabeth II Primary School, Kilskeery",Controlled,33.4
3012234,"Ampertaine Primary School, Maghera",Controlled,Mid Ulster,120.0,3.3,"St John's Primary School, Swatragh",Catholic Maintained,33.7
3032274,"St John's Primary School, Swatragh",Catholic Maintained,Mid Ulster,225.0,3.3,"Ampertaine Primary School, Maghera",Controlled,33.7
2016663,"Cooley Primary School, Sixmilecross",Controlled,West Tyrone,90.0,3.3,"St Oliver Plunkett Primary School, Beragh",Catholic Maintained,34.2
2036291,"St Oliver Plunkett Primary School, Beragh",Catholic Maintained,West Tyrone,140.0,3.3,"Cooley Primary School, Sixmilecross",Controlled,34.2
3013700,"Macosquin Primary School, Coleraine",Controlled,East Londonderry,183.0,3.3,"St John's Primary School, Coleraine",Catholic Maintained,34.2
4016417,Maghaberry Primary School,Controlled,Lagan Valley,305.0,3.3,"Rowandale Integrated Primary School, Moira",GMI,35.0
5031609,"Carrick Primary School, Warrenpoint",Catholic Maintained,South Down,381.0,3.3,"Dromore Road Primary School, Warrenpoint",Controlled,35.2
3010817,"Greenisland Primary School, Carrickfergus",Controlled,East Antrim,410.0,3.4,"St James Primary School, Newtownabbey",Catholic Maintained,35.6
5016543,"Moyallon Primary School, Portadown",Controlled,Upper Bann,202.0,3.4,"St John's Primary School, Gilford",Catholic Maintained,36.0
5036610,"St Francis of Assisi Primary School, Keady",Catholic Maintained,Newry And Armagh,195.0,3.4,Darkley Primary School,Controlled,36.0
4036133,"Sacred Heart Primary School, Newcastle",Catholic Maintained,South Down,122.0,3.4,"Cumran Primary School, Downpatrick",Controlled,36.6
4016650,"Cumran Primary School, Downpatrick",Controlled,South Down,200.0,3.4,"Sacred Heart Primary School, Newcastle",Catholic Maintained,36.6
5032624,St MacCartan's Convent Primary School,Catholic Maintained,Fermanagh And South Tyrone,124.0,3.4,"Carntall Primary School, Clogher",Controlled,36.8
5012696,"Carntall Primary School, Clogher",Controlled,Fermanagh And South Tyrone,92.0,3.4,St MacCartan's Convent Primary School,Catholic Maintained,36.8
5036572,"St Colman's Primary School, Saval",Catholic Maintained,South Down,216.0,3.4,"Windsor Hill Primary School, Newry",Controlled,37.2
3036103,"St Brigid's Primary School, Knockloughrim",Catholic Maintained,Mid Ulster,263.0,3.4,"Knockloughrim Primary School, Magherafelt",Controlled,37.3
3016283,"Knockloughrim Primary School, Magherafelt",Controlled,Mid Ulster,126.0,3.4,"St Brigid's Primary School, Knockloughrim",Catholic Maintained,37.3
5011175,"Cortamlet Primary School, Altnamackin",Controlled,Newry And Armagh,74.0,3.5,"St Michael's Primary School, Newtownhamilton",Catholic Maintained,37.5
3012233,"Tobermore Primary School, Tobermore",Controlled,Mid Ulster,79.0,3.5,"St Patrick's Primary School, Maghera",Catholic Maintained,37.5
2016701,Ardstraw Jubilee Primary School,Controlled,West Tyrone,88.0,3.5,"St Eugene's Primary School, Victoria Bridge",Catholic Maintained,37.7
5012635,Augher Central Primary School,Controlled,Fermanagh And South Tyrone,74.0,3.5,St MacCartan's Convent Primary School,Catholic Maintained,38.1
3050899,"Seaview Integrated Primary School, Glenarm",Controlled Integrated,East Antrim,108.0,3.5,"St John's Primary School, Carnlough",Catholic Maintained,38.1
3010834,Clough Primary School,Controlled,North Antrim,189.0,3.5,"Mary Queen of Peace Primary School, Cargan",Catholic Maintained,38.4
3036704,"Mary Queen of Peace Primary School, Cargan",Catholic Maintained,North Antrim,227.0,3.5,Clough Primary School,Controlled,38.4
2031890,"St Mary's Primary School, Mullymesker",Catholic Maintained,Fermanagh And South Tyrone,136.0,3.5,Florencecourt Primary School,Controlled,38.5
2012344,"McClintock Primary School, Seskinore",Controlled,West Tyrone,119.0,3.5,"Sacred Heart Primary School, Tattyreagh",Catholic Maintained,39.1
2032721,"Sacred Heart Primary School, Tattyreagh",Catholic Maintained,West Tyrone,82.0,3.5,"McClintock Primary School, Seskinore",Controlled,39.1
4011681,Millisle Primary School,Controlled,North Down,228.0,3.6,"St Anne's Primary School, Donaghadee",Catholic Maintained,40.1
5031138,"St Joseph's Primary School, Madden",Catholic Maintained,Newry And Armagh,177.0,3.6,"Drumhillery Primary School, Middletown",Controlled,40.1
5016027,"Drumhillery Primary School, Middletown",Controlled,Newry And Armagh,69.0,3.6,"St Joseph's Primary School, Madden",Catholic Maintained,40.1
5031169,"St Brigid's Primary School, Drumilly",Catholic Maintained,Newry And Armagh,124.0,3.6,"Bessbrook Primary School, Newry",Controlled,40.3
5036622,"St John's Primary School, Middletown",Catholic Maintained,Newry And Armagh,186.0,3.6,"Drumhillery Primary School, Middletown",Controlled,41.1
4011310,"Carrickmannon Primary School, Ballygowan",Controlled,Strangford,87.0,3.6,"St Caolan's Primary School, Saintfield",Catholic Maintained,41.7
5036457,"St Francis' Primary School, Aghaderg",Catholic Maintained,Upper Bann,146.0,3.6,"Scarva Primary School, Scarva",Controlled,41.8
5011664,"Scarva Primary School, Scarva",Controlled,Upper Bann,59.0,3.6,"St Francis' Primary School, Aghaderg",Catholic Maintained,41.8
